average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
165.5,0.74,62%,116.9,0.59,0.23,0.05,0.05,22%,
204.9,1.13,71%,137.7,0.74,0.18,0.09,0.07,26%,13%
184.1,0.83,65%,122.8,0.66,0.22,0.10,0.13,32%,18%
157.0,0.69,62%,93.5,0.56,0.41,0.08,0.03,20%,40%
191.0,0.83,77%,126.7,0.65,0.58,0.04,0.08,30%,11%
227.0,0.91,71%,137.9,0.77,0.12,0.19,0.15,26%,14%
161.8,0.74,63%,113.9,0.55,0.27,0.06,0.11,18%,28%
169.0,0.71,68%,110.7,0.55,0.45,0.06,0.11,19%,11%
121.5,0.55,58%,91.3,0.45,0.25,0.00,0.05,18%,
199.0,0.99,65%,132.6,0.71,0.19,0.11,0.11,24%,10%
153.9,0.70,68%,100.8,0.52,0.40,0.02,0.06,22%,6%
150.0,0.50,45%,101.2,0.48,0.10,0.03,0.14,33%,
208.6,1.04,74%,133.0,0.73,0.35,0.10,0.09,34%,18%
198.8,1.05,72%,130.5,0.69,0.26,0.08,0.09,32%,11%
217.1,1.07,72%,140.0,0.75,0.27,0.13,0.15,24%,19%
205.0,1.00,73%,130.8,0.72,0.41,0.09,0.08,32%,16%
179.7,1.00,70%,114.9,0.65,0.34,0.08,0.08,27%,15%
223.0,0.93,62%,148.6,0.76,0.03,0.24,0.03,52%,
203.5,0.90,55%,124.7,0.74,0.18,0.11,0.24,34%,
185.3,0.89,63%,122.6,0.65,0.15,0.09,0.11,36%,16%
222.0,0.98,73%,136.5,0.78,0.13,0.21,0.17,33%,13%
212.7,0.92,65%,139.3,0.73,0.15,0.17,0.20,29%,17%
167.5,0.80,62%,112.2,0.61,0.15,0.09,0.11,36%,10%
162.9,0.69,63%,114.6,0.55,0.17,0.11,0.15,23%,12%
115.0,0.60,64%,78.8,0.36,0.23,0.05,0.08,20%,
202.1,1.01,72%,135.3,0.68,0.34,0.10,0.08,24%,20%
190.8,0.98,71%,125.1,0.68,0.33,0.09,0.08,27%,10%
148.4,0.72,62%,105.4,0.55,0.15,0.12,0.15,17%,13%
161.3,0.61,65%,100.1,0.52,0.25,0.09,0.14,26%,
127.0,0.53,61%,80.2,0.45,0.30,0.06,0.17,31%,13%
221.5,1.28,80%,149.3,0.77,0.47,0.09,0.04,30%,20%
201.3,1.06,77%,131.3,0.72,0.44,0.06,0.05,33%,15%
201.2,1.12,77%,131.9,0.72,0.37,0.08,0.07,39%,27%
243.9,1.28,77%,159.8,0.84,0.35,0.12,0.08,27%,17%
203.2,1.15,75%,133.5,0.72,0.25,0.09,0.07,33%,20%
214.5,1.08,71%,141.1,0.77,0.19,0.09,0.08,29%,15%
171.6,0.96,74%,113.0,0.60,0.33,0.06,0.07,26%,15%
214.0,1.09,68%,135.0,0.77,0.14,0.18,0.20,29%,14%
168.3,0.74,64%,115.4,0.58,0.12,0.12,0.16,21%,10%
181.5,0.90,66%,120.8,0.66,0.25,0.06,0.11,22%,32%
233.8,1.18,77%,156.2,0.82,0.21,0.16,0.09,21%,24%
209.0,0.90,82%,143.9,0.64,0.52,0.14,0.07,24%,
223.5,1.18,70%,146.8,0.89,0.11,0.16,0.27,38%,
138.7,0.76,67%,85.5,0.48,0.39,0.06,0.07,27%,25%
164.5,0.65,73%,112.3,0.50,0.52,0.07,0.07,23%,
163.0,0.84,59%,108.1,0.59,0.07,0.02,0.09,21%,
177.5,0.81,50%,113.9,0.65,0.06,0.03,0.12,37%,
215.4,1.00,74%,146.9,0.74,0.24,0.09,0.10,31%,8%
205.7,0.95,66%,140.0,0.75,0.12,0.13,0.15,25%,6%
254.8,1.16,68%,170.3,0.90,0.13,0.19,0.19,31%,11%
186.1,0.93,64%,124.6,0.69,0.11,0.05,0.12,35%,6%
179.5,0.84,66%,117.4,0.64,0.40,0.09,0.12,31%,13%
164.5,0.76,72%,109.3,0.57,0.37,0.05,0.07,26%,15%
155.7,0.63,68%,105.6,0.51,0.27,0.02,0.06,31%,6%
150.7,0.70,64%,103.1,0.51,0.30,0.03,0.13,34%,7%
247.4,1.34,72%,158.7,0.88,0.22,0.15,0.13,34%,22%
219.5,1.15,69%,145.4,0.78,0.21,0.08,0.07,41%,14%
216.8,1.05,72%,144.1,0.76,0.34,0.12,0.12,41%,21%
190.7,0.98,75%,124.6,0.66,0.36,0.07,0.04,29%,10%
171.5,0.91,71%,113.5,0.61,0.31,0.06,0.07,35%,13%
167.0,0.88,70%,109.1,0.59,0.30,0.08,0.09,34%,10%
192.5,1.10,69%,135.9,0.72,0.27,0.06,0.06,46%,21%
193.6,0.97,70%,130.9,0.70,0.43,0.08,0.12,28%,18%
193.8,0.95,66%,128.3,0.72,0.17,0.10,0.06,33%,
179.4,0.91,69%,119.4,0.65,0.34,0.07,0.09,32%,18%
197.4,0.93,68%,131.2,0.67,0.30,0.10,0.12,38%,11%
164.9,0.81,64%,109.6,0.56,0.22,0.09,0.08,32%,14%
169.8,0.74,62%,112.8,0.59,0.20,0.07,0.10,37%,3%
132.6,0.50,59%,96.0,0.43,0.24,0.07,0.12,27%,13%
253.0,1.33,71%,157.9,0.95,0.21,0.07,0.07,28%,20%
210.4,1.07,70%,140.2,0.75,0.22,0.09,0.06,27%,8%
223.0,1.00,69%,158.1,0.81,0.17,0.19,0.17,37%,
221.0,0.98,68%,148.4,0.76,0.18,0.18,0.19,24%,18%
201.1,0.96,65%,134.4,0.70,0.28,0.12,0.11,32%,24%
190.5,0.92,70%,128.3,0.66,0.27,0.08,0.08,27%,12%
179.2,0.86,71%,118.8,0.60,0.39,0.06,0.06,22%,16%
186.4,0.88,73%,125.2,0.62,0.39,0.09,0.10,20%,17%
193.8,1.15,74%,136.0,0.70,0.24,0.07,0.04,25%,24%
253.2,1.31,75%,164.3,0.90,0.30,0.13,0.10,33%,16%
206.7,1.18,75%,141.0,0.75,0.40,0.07,0.08,30%,29%
198.6,0.88,72%,130.2,0.68,0.26,0.09,0.11,34%,11%
235.3,1.10,71%,155.3,0.83,0.21,0.19,0.14,26%,14%
175.9,1.01,76%,119.8,0.63,0.37,0.07,0.04,24%,16%
173.6,0.94,67%,119.0,0.62,0.18,0.07,0.07,28%,21%
222.5,0.93,74%,139.7,0.80,0.11,0.20,0.23,32%,33%
241.7,1.25,73%,161.3,0.85,0.30,0.10,0.10,29%,24%
208.5,1.11,75%,136.0,0.74,0.43,0.07,0.05,29%,15%
220.3,1.10,76%,146.1,0.76,0.35,0.13,0.08,24%,16%
197.8,1.14,69%,134.3,0.75,0.15,0.13,0.14,29%,15%
177.0,0.99,73%,120.6,0.63,0.26,0.06,0.06,29%,23%
199.3,0.97,74%,132.7,0.68,0.39,0.10,0.11,26%,10%
135.5,0.47,40%,81.1,0.47,0.07,0.10,0.23,22%,
132.0,0.55,54%,83.4,0.46,0.20,0.09,0.23,25%,
222.4,1.10,71%,146.0,0.76,0.26,0.08,0.10,31%,12%
199.7,1.16,75%,130.6,0.72,0.39,0.09,0.08,28%,23%
208.2,1.14,74%,136.8,0.74,0.30,0.07,0.06,23%,20%
199.5,1.11,75%,132.2,0.74,0.35,0.08,0.08,34%,19%
202.0,1.07,74%,136.7,0.71,0.33,0.08,0.07,28%,19%
244.4,1.11,71%,161.7,0.84,0.20,0.20,0.17,27%,9%
203.9,0.99,67%,135.3,0.74,0.25,0.12,0.13,30%,4%
194.6,0.97,69%,127.8,0.69,0.24,0.15,0.13,21%,8%
97.0,0.37,49%,61.9,0.30,0.22,0.00,0.05,31%,
133.0,0.58,48%,97.0,0.45,0.13,0.05,0.15,34%,14%
220.3,1.01,65%,137.4,0.76,0.22,0.05,0.06,23%,7%
220.0,0.97,67%,139.6,0.76,0.31,0.04,0.22,27%,33%
213.0,0.87,53%,140.0,0.76,0.06,0.06,0.12,44%,20%
169.0,0.99,83%,108.4,0.61,0.46,0.04,0.03,21%,6%
186.0,0.74,64%,115.1,0.59,0.41,0.15,0.15,20%,
146.0,0.58,60%,103.9,0.47,0.23,0.11,0.13,29%,9%
168.5,0.67,62%,108.2,0.56,0.18,0.10,0.15,21%,20%
164.5,0.64,54%,113.8,0.56,0.17,0.10,0.21,19%,9%
130.2,0.48,59%,90.9,0.41,0.34,0.08,0.11,21%,7%
131.0,0.42,62%,86.8,0.38,0.44,0.06,0.24,21%,20%
116.2,0.43,49%,74.8,0.38,0.24,0.05,0.18,20%,
121.0,0.42,41%,82.2,0.38,0.12,0.00,0.15,30%,
212.0,0.87,53%,145.8,0.68,0.18,0.16,0.26,24%,
193.0,0.84,64%,123.5,0.65,0.26,0.06,0.07,29%,3%
178.0,0.84,68%,116.6,0.62,0.41,0.06,0.08,19%,12%
206.7,0.86,64%,140.9,0.71,0.27,0.17,0.19,21%,28%
180.8,0.79,62%,119.9,0.62,0.28,0.06,0.10,28%,11%
171.6,0.77,61%,117.4,0.58,0.16,0.11,0.08,24%,15%
144.8,0.63,66%,100.4,0.51,0.33,0.05,0.09,21%,15%
136.5,0.61,54%,95.3,0.51,0.18,0.00,0.14,19%,9%
239.9,1.18,73%,157.4,0.82,0.19,0.16,0.14,22%,14%
204.7,1.05,71%,135.4,0.71,0.32,0.08,0.08,27%,8%
199.3,1.08,69%,123.8,0.69,0.15,0.12,0.05,31%,
206.7,1.02,71%,133.6,0.78,0.17,0.07,0.12,41%,14%
203.0,0.73,68%,136.4,0.61,0.24,0.14,0.19,36%,
142.7,0.67,61%,97.0,0.53,0.27,0.05,0.10,30%,20%
143.5,0.52,57%,98.1,0.46,0.35,0.03,0.07,22%,8%
214.8,1.21,77%,139.5,0.78,0.34,0.09,0.06,31%,14%
224.0,1.04,70%,150.0,0.79,0.28,0.09,0.10,43%,10%
200.5,1.03,73%,130.9,0.70,0.38,0.09,0.09,31%,14%
187.0,1.01,73%,124.4,0.67,0.28,0.07,0.07,32%,12%
200.0,0.99,68%,136.1,0.70,0.21,0.12,0.10,27%,12%
199.5,1.00,72%,133.2,0.69,0.30,0.10,0.10,28%,17%
173.7,0.87,71%,115.6,0.61,0.33,0.06,0.09,24%,13%
170.0,0.59,56%,99.8,0.54,0.07,0.22,0.22,43%,
258.5,1.17,76%,159.2,0.92,0.26,0.08,0.08,40%,38%
241.9,1.26,75%,162.1,0.88,0.24,0.06,0.06,34%,21%
203.7,1.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%
180.6,0.82,72%,116.4,0.64,0.43,0.06,0.09,25%,13%
112.5,0.40,41%,79.3,0.36,0.10,0.01,0.11,27%,10%
200.7,1.07,72%,131.3,0.73,0.33,0.07,0.09,30%,7%
143.0,0.63,61%,98.7,0.50,0.13,0.11,0.24,22%,
124.6,0.72,70%,79.7,0.49,0.36,0.04,0.02,19%,19%
182.4,0.84,66%,118.4,0.64,0.32,0.10,0.10,29%,15%
177.0,0.85,68%,108.9,0.68,0.32,0.07,0.05,30%,
151.0,0.71,65%,115.4,0.51,0.19,0.05,0.08,22%,
175.8,0.69,68%,120.1,0.57,0.15,0.07,0.04,24%,7%
143.4,0.67,66%,97.7,0.50,0.31,0.05,0.06,32%,8%
152.1,0.66,57%,103.9,0.54,0.14,0.05,0.10,33%,16%
197.2,0.92,70%,134.3,0.67,0.33,0.09,0.12,27%,9%
195.0,1.16,66%,108.8,0.72,0.16,0.12,0.06,10%,
215.2,0.97,69%,142.8,0.75,0.26,0.10,0.11,21%,15%
205.0,0.89,66%,144.2,0.71,0.16,0.07,0.07,37%,12%
173.5,0.76,64%,118.6,0.59,0.18,0.08,0.09,27%,11%
237.9,1.30,76%,158.0,0.88,0.22,0.11,0.08,45%,11%
228.8,1.16,73%,142.3,0.83,0.18,0.17,0.18,33%,22%
203.4,1.08,70%,133.7,0.71,0.17,0.09,0.09,23%,18%
211.9,0.98,70%,140.6,0.72,0.28,0.13,0.14,25%,11%
173.8,0.82,68%,116.3,0.60,0.34,0.08,0.08,19%,13%
92.5,0.43,40%,63.8,0.38,0.08,0.05,0.10,39%,
205.7,1.02,71%,134.5,0.72,0.24,0.07,0.07,30%,15%
216.4,1.24,73%,143.7,0.78,0.19,0.09,0.07,31%,18%
234.8,1.17,69%,149.7,0.85,0.15,0.21,0.18,30%,14%
199.7,1.03,75%,132.5,0.68,0.38,0.08,0.08,23%,15%
189.0,0.97,74%,121.7,0.65,0.36,0.09,0.08,25%,13%
153.0,0.66,70%,109.4,0.48,0.29,0.06,0.13,20%,
156.6,0.74,64%,105.5,0.54,0.23,0.04,0.08,33%,13%
149.0,0.67,61%,99.7,0.54,0.22,0.05,0.02,38%,
198.0,1.03,71%,129.5,0.69,0.15,0.09,0.09,24%,19%
189.4,0.87,64%,132.4,0.64,0.31,0.07,0.09,23%,9%
182.0,0.71,59%,113.2,0.63,0.16,0.07,0.07,40%,8%
131.4,0.54,62%,88.2,0.44,0.34,0.05,0.10,22%,9%
215.5,1.03,69%,142.0,0.76,0.19,0.08,0.06,32%,7%
190.2,0.96,71%,126.4,0.66,0.32,0.05,0.05,33%,9%
160.8,0.78,73%,111.5,0.58,0.44,0.05,0.08,22%,9%
145.4,0.72,71%,93.1,0.49,0.45,0.03,0.06,25%,9%
148.1,0.58,55%,106.0,0.49,0.14,0.08,0.11,31%,18%
215.0,0.79,61%,144.1,0.74,0.03,0.13,0.00,47%,
192.2,0.97,73%,125.3,0.68,0.35,0.09,0.10,28%,9%
207.3,1.08,72%,140.7,0.76,0.15,0.14,0.17,24%,16%
192.8,1.01,71%,126.7,0.70,0.19,0.09,0.10,24%,14%
215.9,0.94,69%,140.0,0.72,0.22,0.17,0.18,19%,13%
182.6,0.87,70%,123.5,0.65,0.24,0.06,0.08,38%,15%
158.3,0.71,67%,103.0,0.55,0.34,0.08,0.10,28%,7%
149.5,0.55,54%,103.5,0.48,0.14,0.07,0.25,18%,
258.0,1.55,83%,165.4,0.92,0.19,0.03,0.11,33%,33%
247.7,1.05,62%,162.3,0.85,0.19,0.25,0.13,27%,17%
189.0,0.82,66%,119.6,0.66,0.33,0.08,0.09,30%,10%
198.0,0.88,64%,127.5,0.70,0.26,0.09,0.17,27%,
186.0,0.90,62%,124.7,0.68,0.11,0.04,0.09,24%,
152.3,0.62,68%,102.8,0.49,0.38,0.05,0.05,21%,9%
201.7,1.18,74%,130.5,0.74,0.26,0.09,0.03,24%,24%
228.5,1.15,75%,155.0,0.83,0.22,0.08,0.10,29%,11%
193.8,1.06,72%,124.2,0.70,0.28,0.06,0.08,27%,7%
208.2,1.02,70%,141.5,0.74,0.22,0.13,0.07,35%,15%
224.2,1.10,70%,147.2,0.80,0.16,0.19,0.13,25%,17%
237.9,1.04,69%,153.5,0.83,0.24,0.17,0.16,28%,19%
199.1,1.09,70%,135.5,0.69,0.18,0.11,0.09,32%,21%
200.6,0.96,73%,129.8,0.69,0.34,0.08,0.10,27%,26%
202.0,0.93,70%,133.5,0.71,0.26,0.16,0.20,29%,
176.5,0.91,76%,117.1,0.60,0.38,0.08,0.09,23%,14%
199.0,0.97,63%,132.0,0.72,0.18,0.15,0.14,33%,15%
211.8,0.91,63%,143.0,0.73,0.22,0.13,0.16,28%,13%
158.6,0.82,68%,111.6,0.60,0.32,0.04,0.09,36%,6%
201.0,0.86,68%,135.7,0.67,0.24,0.17,0.20,23%,38%
164.5,0.76,65%,114.8,0.57,0.27,0.07,0.14,30%,20%
134.5,0.73,74%,87.3,0.53,0.25,0.03,0.08,16%,20%
117.5,0.50,66%,76.5,0.37,0.34,0.00,0.03,24%,
208.0,0.79,63%,144.1,0.69,0.20,0.19,0.16,30%,
205.6,1.00,68%,140.3,0.72,0.24,0.07,0.13,26%,16%
202.0,0.93,67%,140.4,0.65,0.28,0.06,0.04,24%,15%
186.7,0.79,65%,128.5,0.69,0.27,0.15,0.11,29%,6%
168.0,0.82,61%,122.5,0.61,0.14,0.03,0.09,27%,14%
167.5,0.91,64%,116.2,0.64,0.06,0.04,0.13,59%,
189.1,0.84,62%,128.7,0.69,0.13,0.11,0.11,28%,5%
192.0,0.85,64%,129.7,0.69,0.14,0.14,0.18,32%,
161.8,0.70,65%,122.3,0.55,0.43,0.07,0.14,30%,13%
165.3,0.68,61%,116.4,0.56,0.24,0.08,0.10,35%,
135.0,0.55,57%,82.7,0.46,0.31,0.00,0.03,21%,
144.0,0.69,57%,99.4,0.51,0.11,0.09,0.15,21%,
153.0,0.66,60%,108.7,0.57,0.16,0.10,0.08,25%,4%
148.3,0.67,58%,105.0,0.54,0.18,0.04,0.15,31%,7%
149.6,0.57,50%,98.5,0.50,0.13,0.10,0.24,35%,
113.5,0.45,63%,77.3,0.37,0.29,0.00,0.11,24%,
117.5,0.44,50%,80.2,0.39,0.08,0.05,0.13,32%,
103.0,0.36,53%,72.2,0.33,0.20,0.04,0.10,37%,
105.5,0.33,44%,78.9,0.31,0.06,0.13,0.34,14%,
200.2,0.92,72%,136.6,0.71,0.38,0.07,0.13,30%,20%
147.6,0.62,66%,99.6,0.47,0.41,0.04,0.12,22%,9%
107.0,0.50,63%,66.8,0.35,0.35,0.04,0.17,16%,18%
273.2,1.24,75%,179.4,0.94,0.21,0.22,0.14,25%,14%
221.1,1.05,71%,149.1,0.73,0.36,0.08,0.08,21%,22%
191.0,0.97,72%,122.9,0.65,0.34,0.09,0.10,27%,17%
183.0,0.94,71%,120.2,0.64,0.40,0.06,0.08,30%,11%
222.0,1.01,70%,144.1,0.77,0.20,0.17,0.16,23%,24%
186.5,0.97,72%,106.9,0.64,0.72,0.12,0.18,20%,
272.9,1.21,69%,171.0,0.95,0.11,0.20,0.16,28%,8%
176.5,1.14,82%,121.2,0.66,0.36,0.10,0.06,35%,17%
176.9,0.83,66%,121.8,0.61,0.32,0.08,0.10,44%,16%
171.4,0.74,68%,109.3,0.59,0.43,0.08,0.11,22%,11%
159.0,0.57,55%,105.0,0.52,0.16,0.13,0.16,22%,
137.5,0.45,46%,93.1,0.40,0.09,0.09,0.11,36%,
255.5,1.07,73%,157.9,0.90,0.09,0.21,0.18,18%,18%
213.0,0.82,68%,123.7,0.74,0.32,0.13,0.11,39%,
195.5,0.80,68%,131.6,0.65,0.38,0.08,0.14,30%,7%
166.3,0.77,69%,107.3,0.56,0.42,0.07,0.10,36%,8%
167.0,0.68,61%,115.0,0.55,0.14,0.03,0.06,31%,20%
123.5,0.52,50%,89.2,0.43,0.18,0.05,0.15,26%,29%
178.6,1.06,68%,123.4,0.67,0.17,0.06,0.07,36%,21%
214.3,1.06,71%,139.6,0.77,0.23,0.21,0.15,34%,18%
206.5,0.91,55%,130.8,0.73,0.11,0.11,0.23,25%,25%
204.7,0.81,64%,132.7,0.68,0.19,0.12,0.20,19%,
175.4,0.79,71%,118.6,0.61,0.25,0.06,0.08,30%,13%
196.6,0.82,63%,130.5,0.68,0.22,0.12,0.12,29%,16%
194.6,0.80,65%,129.5,0.65,0.26,0.12,0.13,35%,15%
172.0,0.71,61%,109.3,0.58,0.37,0.08,0.11,27%,
186.1,0.93,75%,122.8,0.67,0.26,0.08,0.05,27%,15%
193.7,0.97,64%,128.1,0.72,0.12,0.10,0.10,38%,15%
168.4,0.90,74%,109.7,0.63,0.30,0.05,0.05,36%,11%
179.5,0.82,66%,125.3,0.65,0.29,0.07,0.09,30%,13%
168.8,0.80,63%,118.0,0.56,0.22,0.04,0.04,22%,13%
194.1,0.84,66%,125.4,0.66,0.17,0.15,0.18,21%,10%
172.4,0.70,70%,120.4,0.55,0.33,0.07,0.15,22%,6%
114.5,0.54,56%,78.3,0.38,0.23,0.05,0.08,29%,
206.3,1.34,69%,143.4,0.76,0.24,0.04,0.10,32%,9%
178.7,0.98,69%,115.7,0.64,0.39,0.03,0.06,32%,
200.7,1.02,73%,127.8,0.73,0.25,0.13,0.18,24%,50%
201.3,0.90,75%,126.4,0.69,0.46,0.16,0.07,26%,20%
210.0,1.14,80%,134.5,0.75,0.38,0.00,0.08,38%,
156.5,0.66,62%,106.2,0.53,0.26,0.06,0.09,25%,11%
161.7,0.64,61%,107.6,0.50,0.27,0.05,0.05,30%,13%
152.2,0.66,64%,102.8,0.54,0.19,0.11,0.12,29%,9%
220.0,1.07,67%,142.8,0.77,0.18,0.11,0.10,23%,24%
212.3,0.93,74%,129.1,0.72,0.31,0.12,0.05,34%,13%
165.0,0.81,52%,98.8,0.62,0.21,0.07,0.12,26%,50%
159.7,0.63,69%,109.3,0.50,0.34,0.12,0.07,22%,
148.0,0.68,62%,87.5,0.55,0.12,0.05,0.12,46%,
155.7,0.71,66%,102.1,0.54,0.32,0.02,0.07,28%,8%
152.0,0.65,72%,94.8,0.51,0.49,0.08,0.03,27%,33%
190.3,1.01,68%,134.4,0.72,0.29,0.04,0.05,25%,24%
162.4,0.69,63%,102.7,0.56,0.30,0.08,0.12,30%,25%
201.2,0.99,72%,135.5,0.69,0.24,0.09,0.05,28%,9%
181.8,0.96,67%,126.9,0.67,0.14,0.07,0.09,33%,15%
231.3,0.99,65%,148.9,0.78,0.16,0.19,0.21,26%,14%
161.5,0.82,73%,106.4,0.57,0.39,0.04,0.06,29%,14%
192.6,0.86,68%,131.3,0.67,0.31,0.07,0.10,31%,18%
167.7,0.82,70%,113.0,0.56,0.33,0.07,0.10,20%,13%
182.9,0.84,67%,120.0,0.63,0.24,0.07,0.09,30%,9%
165.8,0.73,67%,107.7,0.56,0.39,0.07,0.10,25%,16%
205.5,0.97,55%,145.9,0.76,0.11,0.08,0.18,47%,14%
123.0,0.50,63%,79.1,0.39,0.18,0.08,0.08,27%,17%
149.0,0.50,55%,117.7,0.47,0.21,0.03,0.16,33%,
274.7,1.39,81%,176.2,0.97,0.14,0.08,0.08,30%,
158.3,0.55,,37.2,0.51,0.03,0.02,0.00,,
208.1,0.98,68%,137.5,0.75,0.15,0.19,0.15,31%,12%
216.5,1.19,75%,144.6,0.79,0.38,0.07,0.09,33%,19%
216.8,1.09,72%,142.6,0.76,0.33,0.07,0.07,29%,8%
188.5,1.03,73%,127.5,0.68,0.26,0.07,0.08,31%,17%
221.2,1.07,69%,144.3,0.78,0.17,0.20,0.20,29%,24%
178.6,0.98,72%,119.9,0.63,0.23,0.06,0.08,25%,20%
171.6,0.82,64%,117.1,0.63,0.22,0.10,0.10,30%,16%
193.3,0.76,59%,130.7,0.65,0.18,0.16,0.14,26%,13%
157.5,0.69,67%,105.7,0.51,0.70,0.02,0.00,28%,
195.0,0.78,65%,129.7,0.65,0.35,0.12,0.21,27%,17%
176.5,0.75,51%,102.8,0.65,0.05,0.11,0.30,27%,
196.5,0.93,70%,128.9,0.69,0.31,0.08,0.09,29%,19%
219.0,1.29,77%,145.9,0.82,0.18,0.16,0.06,35%,9%
215.7,0.98,73%,137.8,0.73,0.42,0.15,0.11,23%,11%
203.4,0.89,67%,129.7,0.70,0.27,0.12,0.13,37%,11%
198.5,0.70,,131.1,0.63,0.17,0.15,0.10,,
266.5,1.16,,168.8,0.90,0.15,0.15,0.12,,
213.5,0.85,,139.4,0.71,0.07,0.10,0.15,,
138.0,0.56,,89.7,0.46,0.46,0.07,0.05,,
152.0,0.73,,103.7,0.59,0.15,0.02,0.07,,
237.6,1.07,67%,162.7,0.83,0.16,0.16,0.17,27%,26%
147.9,0.80,66%,98.2,0.57,0.24,0.07,0.09,40%,25%
180.5,0.67,67%,122.0,0.60,0.20,0.10,0.07,24%,
144.5,0.57,59%,89.4,0.47,0.35,0.03,0.12,28%,
149.9,0.67,62%,110.1,0.53,0.21,0.02,0.12,23%,6%
170.0,0.75,63%,111.0,0.58,0.20,0.11,0.12,31%,29%
184.1,1.07,76%,123.3,0.67,0.31,0.06,0.06,33%,13%
166.3,0.74,61%,114.7,0.61,0.14,0.09,0.25,39%,22%
139.0,0.68,47%,95.9,0.56,0.15,0.03,0.09,33%,
126.5,0.48,56%,83.5,0.41,0.29,0.06,0.06,20%,
208.3,1.12,69%,122.1,0.71,0.42,0.05,0.08,24%,25%
200.9,1.04,73%,136.3,0.71,0.30,0.06,0.05,30%,13%
243.7,1.10,65%,160.5,0.88,0.14,0.22,0.22,31%,11%
222.0,0.81,75%,147.6,0.65,0.20,0.15,0.10,21%,
199.9,0.90,67%,131.7,0.70,0.22,0.10,0.13,26%,10%
169.4,0.80,71%,113.8,0.57,0.40,0.05,0.08,22%,18%
173.4,0.84,66%,118.0,0.61,0.23,0.06,0.07,22%,17%
142.8,0.70,68%,99.4,0.49,0.36,0.05,0.05,24%,13%
238.5,1.14,65%,149.5,0.87,0.11,0.07,0.13,31%,33%
196.0,0.84,63%,126.7,0.67,0.28,0.09,0.11,28%,30%
175.5,0.78,67%,127.3,0.64,0.36,0.03,0.05,26%,
164.5,0.73,72%,111.3,0.59,0.26,0.09,0.09,31%,20%
178.0,0.56,55%,115.6,0.55,0.21,0.12,0.24,27%,
197.9,0.97,66%,132.7,0.69,0.15,0.09,0.09,23%,18%
276.0,1.30,69%,182.1,0.99,0.20,0.12,0.13,32%,29%
182.6,0.90,66%,122.3,0.65,0.26,0.06,0.08,31%,9%
140.0,0.68,65%,102.6,0.49,0.33,0.00,0.05,31%,9%
165.3,0.86,73%,110.1,0.60,0.34,0.05,0.07,25%,12%
211.7,0.92,69%,139.9,0.72,0.20,0.14,0.19,22%,13%
186.9,0.83,71%,121.2,0.63,0.31,0.09,0.11,16%,14%
172.1,0.75,64%,115.6,0.59,0.25,0.06,0.14,26%,8%
154.6,0.67,69%,102.4,0.53,0.32,0.08,0.11,14%,14%
249.3,1.48,77%,168.2,0.97,0.20,0.05,0.08,36%,6%
222.0,1.21,76%,149.6,0.82,0.22,0.08,0.08,28%,18%
183.0,1.15,78%,120.4,0.65,0.26,0.09,0.09,36%,
209.1,1.03,69%,141.0,0.72,0.20,0.11,0.14,23%,14%
153.0,0.50,58%,102.0,0.43,0.28,0.03,0.03,13%,
197.0,0.91,69%,127.7,0.68,0.29,0.08,0.10,24%,14%
204.9,0.92,64%,133.9,0.71,0.17,0.14,0.12,28%,24%
180.9,0.89,69%,117.8,0.64,0.29,0.06,0.06,26%,9%
175.5,0.83,64%,119.0,0.65,0.18,0.06,0.08,35%,10%
178.3,0.83,65%,118.4,0.63,0.21,0.08,0.09,22%,12%
245.8,1.26,71%,162.7,0.88,0.19,0.18,0.13,23%,14%
220.6,1.18,72%,146.4,0.81,0.34,0.07,0.05,38%,13%
183.5,0.72,76%,123.6,0.64,0.36,0.27,0.03,21%,
265.0,1.03,66%,181.3,0.95,0.11,0.24,0.18,46%,
107.0,0.31,34%,76.2,0.31,0.14,0.03,0.14,9%,
197.5,0.82,71%,130.2,0.66,0.39,0.07,0.15,31%,33%
209.5,1.03,76%,128.4,0.74,0.36,0.12,0.12,30%,25%
207.2,0.95,66%,139.7,0.68,0.25,0.14,0.12,33%,5%
247.3,1.13,51%,157.1,0.91,0.03,0.17,0.20,29%,33%
194.0,0.91,67%,126.2,0.67,0.23,0.10,0.12,43%,10%
176.5,0.86,74%,116.0,0.62,0.36,0.09,0.09,33%,8%
168.8,0.85,65%,110.7,0.61,0.30,0.07,0.06,30%,11%
168.0,0.77,67%,113.4,0.57,0.20,0.07,0.06,30%,
208.7,0.84,58%,140.7,0.72,0.16,0.14,0.25,26%,6%
142.8,0.62,60%,91.4,0.49,0.29,0.07,0.07,26%,25%
150.0,0.67,61%,100.9,0.54,0.12,0.08,0.11,23%,6%
240.7,1.40,76%,158.2,0.90,0.13,0.16,0.13,32%,
237.6,0.97,63%,153.8,0.81,0.17,0.19,0.23,21%,
181.0,0.94,72%,122.4,0.65,0.27,0.06,0.01,29%,10%
170.8,0.84,63%,117.6,0.64,0.21,0.08,0.15,35%,19%
180.2,0.86,63%,116.4,0.65,0.25,0.08,0.14,31%,14%
184.6,0.80,67%,129.9,0.65,0.26,0.08,0.08,29%,23%
